"Index"	"Abbreviation"	"OfficialName"	"Equation"	"ValidTarget"	"reconstruction directionality"	"subSystem"	"proteinClass"	"GeneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"DeltaG"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"
2084	"PTRCTA"	"Putrescine Transaminase"	"[c] : akg + ptrc --> 4abutn + glu-L"	"TRUE"	"forward only"	"Arginine and Proline Metabolism"	"2.6.1.29"	"b3073"	"akg + ptrc --> 4abutn + glu-L"	"akg + ptrc --> 4abutn + glu-L"	-1.1	-1.1	-1.1	-10.1	8	-1.1	1	-1.1	-10.1	8	"reversible"	"reversible"
2085	"PTRCtex"	"putrescine transport via diffusion (extracellular to periplasm)"	"ptrc[e] <==> ptrc[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"ptrc[e] <==> ptrc[p]"	"ptrc[e] <==> ptrc[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
2086	"PUNP1"	"purine-nucleoside phosphorylase (Adenosine)"	"[c] : adn + pi <==> ade + r1p"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"b4384"	"adn + h + pi <==> ade + r1p"	"adn + h + pi <==> ade + r1p"	2	2	2	-7	11	1.9	2.8	1.9	-7.1	11	"reversible"	"reversible"
2087	"PUNP2"	"purine-nucleoside phosphorylase (Deoxyadenosine)"	"[c] : dad-2 + pi <==> 2dr1p + ade"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"b4384"	"dad-2 + h + pi <==> 2dr1p + ade"	"dad-2 + h + pi <==> 2dr1p + ade"	2	2	2	-7	11	1.9	2.8	1.9	-7.1	11	"reversible"	"reversible"
2088	"PUNP3"	"purine-nucleoside phosphorylase (Guanosine)"	"[c] : gsn + pi <==> gua + r1p"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"( b2407  or  b4384 )"	"gsn + h + pi <==> gua + r1p"	"gsn + pi <==> gua + r1p"	2	2	2	-7	11	1.8	2.8	1.8	-7.2	10.8	"reversible"	"reversible"
2089	"PUNP4"	"purine-nucleoside phosphorylase (Deoxyguanosine)"	"[c] : dgsn + pi <==> 2dr1p + gua"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"( b2407  or  b4384 )"	"dgsn + h + pi <==> 2dr1p + gua"	"dgsn + pi <==> 2dr1p + gua"	2	2	2	-7	11	1.8	2.8	1.8	-7.2	10.8	"reversible"	"reversible"
2090	"PUNP5"	"purine-nucleoside phosphorylase (Inosine)"	"[c] : ins + pi <==> hxan + r1p"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"( b2407  or  b4384 )"	"h + ins + pi <==> hxan + r1p"	"ins + pi <==> hxan + r1p"	2	2	2	-7	11	1.8	2.8	1.8	-7.3	10.8	"reversible"	"reversible"
2091	"PUNP6"	"purine-nucleoside phosphorylase (Deoxyinosine)"	"[c] : din + pi <==> 2dr1p + hxan"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"( b2407  or  b4384 )"	"din + h + pi <==> 2dr1p + hxan"	"din + pi <==> 2dr1p + hxan"	2	2	2	-7	11	1.8	2.8	1.8	-7.3	10.8	"reversible"	"reversible"
2092	"PUNP7"	"purine-nucleoside phosphorylase (Xanthosine)"	"[c] : pi + xtsn <==> r1p + xan"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.1"	"b2407"	"h + pi + xtsn <==> r1p + xan"	"h + pi + xtsn <==> r1p + xan"	2	2	2	-7	11	1.8	2.8	1.8	-7.2	10.8	"reversible"	"reversible"
2093	"PYAM5PO"	"pyridoxamine 5'-phosphate oxidase"	"[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"1.4.3.5"	"b1638"	"h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p"	"h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p"	-25.5	-25.5	-28	-37.9	-14.7	-25.3	3.2	-27.8	-37.8	-14.5	"forward only"	"forward only"
2094	"PYDAMK"	"pyridoxamine kinase"	"[c] : atp + pydam --> adp + h + pyam5p"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.7.1.35"	"b2418"	"atp + pydam --> adp + pyam5p"	"atp + pydam --> adp + pyam5p"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2095	"PYDXK"	"pyridoxal kinase"	"[c] : atp + pydx --> adp + h + pydx5p"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.7.1.35"	"( b2418  or  b1636 )"	"atp + pydx --> adp + pydx5p"	"atp + pydx --> adp + pydx5p"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2096	"PYDXNK"	"pyridoxine kinase"	"[c] : atp + pydxn --> adp + h + pdx5p"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.7.1.35"	"b2418"	"atp + pydxn --> adp + pdx5p"	"atp + pydxn --> adp + pdx5p"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2097	"PYDXPP"	"Pyridoxal 5-phosphate phosphatase"	"[c] : h2o + pydx5p --> pi + pydx"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"			"h2o + pydx5p --> h + pi + pydx"	"h2o + pydx5p --> h + pi + pydx"	-2.9	-2.9	-7	-14.3	-0.7	-2.8	2.2	-6.9	-14.1	-0.6	"forward only"	"reversible"
2098	"PYK"	"pyruvate kinase"	"[c] : adp + h + pep --> atp + pyr"	"TRUE"	"forward only"	"Glycolysis/Gluconeogenesis"	"2.7.1.40"	"( b1854  or  b1676 )"	"adp + pep --> atp + pyr"	"adp + pep --> atp + pyr"	-5.3	-5.3	-5.3	-14.4	3.7	-5.3	1.9	-5.3	-14.3	3.7	"reversible"	"reversible"
2099	"PYNP2r"	"pyrimidine-nucleoside phosphorylase (uracil)"	"[c] : pi + uri <==> r1p + ura"	"TRUE"	"reversible"	"Nucleotide Salvage Pathway"	"2.4.2.2"	"b3831"	"h + pi + uri <==> r1p + ura"	"h + pi + uri <==> r1p + ura"	2	2	2	-7	11	1.9	2.8	1.9	-7.2	10.9	"reversible"	"reversible"
2100	"PYRt2rpp"	"pyruvate reversible transport via proton symport (periplasm)"	"h[p] + pyr[p] <==> h[c] + pyr[c]"	"FALSE"	"reversible"	"Transport, Inner Membrane"			"h[p] + pyr[p] <==> h + pyr"	"h[p] + pyr[p] <==> h + pyr"	0	0	0.3	-5.2	4.8	0	1.5	0.3	-5.2	4.8	"reversible"	"reversible"
2101	"PYRtex"	"pyruvate transport via diffusion (extracellular to periplasm)"	"pyr[e] <==> pyr[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"pyr[e] <==> pyr[p]"	"pyr[e] <==> pyr[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
2102	"QMO2"	"quinol monooxygenase (Ubiquinol-8)"	"[c] : (2) o2 + q8h2 --> (2) h + (2) o2s + q8"	"TRUE"	"forward only"	"Oxidative Phosphorylation"		"b3029"	"(2) o2 + q8h2 --> (2) h + (2) o2s + q8"	"(2) o2 + q8h2 --> (2) h + (2) o2s + q8"	8.3	8.3	8.3	-6.5	23.2	8.8	8.8	8.8	-6	23.6	"reversible"	"reversible"
2103	"QMO3"	"quinol monooxygenase (menaquinol 8)"	"[c] : mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s"	"TRUE"	"forward only"	"Oxidative Phosphorylation"		"b3029"	"mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s"	"mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s"	12.8	12.8	12.8	-2	27.6	13.3	9.2	13.3	-1.6	28.1	"reversible"	"reversible"
2104	"QULNS"	"quinolinate synthase"	"[c] : dhap + iasp --> (2) h2o + pi + quln"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b0750"	"dhap + iasp --> h + (2) h2o + pi + quln"	"dhap + iasp --> h + (2) h2o + pi + quln"	-11.8	-11.8	-11.8	-20.8	-2.8	-11.7	7.1	-11.7	-20.7	-2.7	"forward only"	"reversible"
2105	"R15BPK"	"ribose-1,5-bisphosphokinase"	"[c] : atp + r15bp --> adp + prpp"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b4094"	"atp + r15bp --> adp + prpp"	"atp + r15bp --> adp + prpp"	0	0	0	-9	9	-0.1	1.5	-0.1	-9.1	8.9	"reversible"	"reversible"
2106	"R1PK"	"ribose 1-phosphokinase"	"[c] : atp + r1p --> adp + h + r15bp"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"			"atp + r1p --> adp + r15bp"	"atp + r1p --> adp + r15bp"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2107	"R5PP"	"ribose 5-phosphate phosphatase"	"[c] : h2o + r5p --> pi + rib-D"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b0822"	"h2o + r5p --> h + pi + rib-D"	"h2o + r5p --> h + pi + rib-D"	-2.9	-2.9	-7	-14.3	-0.7	-2.8	2.2	-6.9	-14.1	-0.6	"forward only"	"reversible"
2108	"R5PPpp"	"ribose 5-phosphate phosphatase"	"[p] : h2o + r5p --> pi + rib-D"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b4055"	"[p] : h2o[p] + r5p[p] --> h[p] + pi[p] + rib-D[p]"	"[p] : h2o[p] + r5p[p] --> h[p] + pi[p] + rib-D[p]"	-2.9	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"
2109	"R5Ptex"	"Ribose 5-phosphate transport via diffusion (extracellular to periplasm)"	"r5p[e] <==> r5p[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"r5p[e] <==> r5p[p]"	"r5p[e] <==> r5p[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
2110	"RBFK"	"riboflavin kinase"	"[c] : atp + ribflv --> adp + fmn + h"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.7.1.26"	"b0025"	"atp + ribflv --> adp + fmn"	"atp + ribflv --> adp + fmn"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2111	"RBFSa"	"riboflavin synthase"	"[c] : 4r5au + db4p --> dmlz + (2) h2o + pi"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.5.1.9"	"b1662"	"4r5au + db4p --> dmlz + h + (2) h2o + pi"	"4r5au + db4p --> dmlz + h + (2) h2o + pi"	-13.6	-13.6	-13.6	-22.6	-4.6	-13.4	7.9	-13.4	-22.4	-4.4	"forward only"	"reversible"
2112	"RBFSb"	"riboflavin synthase"	"[c] : (2) dmlz --> 4r5au + ribflv"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.5.1.9"	"b0415"	"(2) dmlz --> 4r5au + ribflv"	"(2) dmlz --> 4r5au + ribflv"	-38.1	-38.1	-38.1	-47.1	-29.1	-38.1	8.3	-38.1	-47.2	-29.1	"forward only"	"forward only"
2113	"RBK"	"ribokinase"	"[c] : atp + rib-D --> adp + h + r5p"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"	"2.7.1.15"	"b3752"	"atp + rib-D --> adp + r5p"	"atp + rib-D --> adp + r5p"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2114	"RBK_L1"	"L-ribulokinase (L-ribulose)"	"[c] : atp + rbl-L --> adp + h + ru5p-L"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"	"2.7.1.16"	"b0063"	"atp + rbl-L --> adp + ru5p-L"	"atp + rbl-L --> adp + ru5p-L"	-4	-4	-4	-13.1	5	-4.1	3.4	-4.1	-13.1	4.9	"reversible"	"reversible"
2115	"RBP4E"	"L-ribulose-phosphate 4-epimerase"	"[c] : ru5p-L <==> xu5p-D"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"5.1.3.4"	"( b0061  or  b4198  or  b3583 )"	"ru5p-L <==> xu5p-D"	"ru5p-L <==> xu5p-D"	0	0	0	-4.5	4.5	0	1.5	0	-4.5	4.5	"reversible"	"reversible"
2116	"RHAT1"	"rhamnosyltransferase I (LPS core biosynthesis)"	"[c] : dtdprmn + kphphhlipa --> dtdp + h + icolipa"	"TRUE"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b3629"	"dtdprmn + kphphhlipa --> dtdp + icolipa"	"dtdprmn + kphphhlipa --> dtdp + icolipa"	-1.4	-1.4	-1.4	-10.4	7.7	-1.4	1.8	-1.4	-10.4	7.7	"reversible"	"reversible"
2117	"RHCCE"	"S-ribosylhomocysteine cleavage enzyme"	"[c] : rhcys --> dhptd + hcys-L"	"TRUE"	"forward only"	"Methionine Metabolism"		"b2687"	"rhcys --> dhptd + hcys-L"	"rhcys --> dhptd + hcys-L"	-3.8	-3.8	-7.9	-15.2	-1.7	-3.8	4.6	-7.9	-15.2	-1.7	"forward only"	"reversible"
2118	"RIBabcpp"	"D-ribose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + rib-D[p] --> adp[c] + h[c] + pi[c] + rib-D[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )"	"atp + h2o + rib-D[p] --> adp + h + pi + rib-D"	"atp + h2o + rib-D[p] --> adp + h + pi + rib-D"	-6.7	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"
2119	"RIBtex"	"ribose transport via diffusion (extracellular to periplasm)"	"rib-D[e] <==> rib-D[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"rib-D[e] <==> rib-D[p]"	"rib-D[e] <==> rib-D[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
2120	"RMI"	"L-rhamnose isomerase"	"[c] : rmn <==> rml"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"5.3.1.14"	"b3903"	"rmn <==> rml"	"rmn <==> rml"	1	1	1	-3.6	5.5	1	4.2	1	-3.6	5.5	"reversible"	"reversible"
2121	"RMK"	"rhamnulokinase"	"[c] : atp + rml --> adp + h + rml1p"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"	"2.7.1.5"	"b3904"	"atp + rml --> adp + rml1p"	"atp + rml --> adp + rml1p"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
2122	"RMNtex"	"L-rhamnose transport via diffusion (extracellular to periplasm)"	"rmn[e] <==> rmn[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"rmn[e] <==> rmn[p]"	"rmn[e] <==> rmn[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
2123	"RMNtpp"	"L-rhamnose transport via proton symport (periplasm)"	"h[p] + rmn[p] --> h[c] + rmn[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b3907"	"h[p] + rmn[p] --> h + rmn"	"h[p] + rmn[p] --> h + rmn"	0	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"
2124	"RMPA"	"Rhamnulose-1-phosphate aldolase"	"[c] : rml1p <==> dhap + lald-L"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"4.1.2.19"	"b3902"	"rml1p <==> dhap + lald-L"	"rml1p <==> dhap + lald-L"	2.4	2.4	-1.7	-8.9	4.6	2.4	1.1	-1.7	-8.9	4.6	"reversible"	"reversible"
2125	"RNDR1"	"ribonucleoside-diphosphate reductase (ADP)"	"[c] : adp + trdrd --> dadp + h2o + trdox"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"	"1.17.4.1"	"( ( ( b2234  and  b2235 )  and  b3781 )  or  ( ( b2234  and  b2235 )  and  b2582 ) )"	"adp + trdrd --> dadp + h2o + trdox"	"adp + trdrd --> dadp + h2o + trdox"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2126	"RNDR1b"	"ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)"	"[c] : adp + grxrd --> dadp + grxox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) )  or  ( b1064  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) ) )"	"adp + grxrd --> dadp + grxox + h2o"	"adp + grxrd --> dadp + grxox + h2o"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2127	"RNDR2"	"ribonucleoside-diphosphate reductase (GDP)"	"[c] : gdp + trdrd --> dgdp + h2o + trdox"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"	"1.17.4.1"	"( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )"	"gdp + trdrd --> dgdp + h2o + trdox"	"gdp + trdrd --> dgdp + h2o + trdox"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2128	"RNDR2b"	"ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)"	"[c] : gdp + grxrd --> dgdp + grxox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b3610  and  ( b2675  and  b2676 ) )  or  ( b1064  and  ( b2675  and  b2676 ) )  or  ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) ) )"	"gdp + grxrd --> dgdp + grxox + h2o"	"gdp + grxrd --> dgdp + grxox + h2o"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2129	"RNDR3"	"ribonucleoside-diphosphate reductase (CDP)"	"[c] : cdp + trdrd --> dcdp + h2o + trdox"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"	"1.17.4.1"	"( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )"	"cdp + trdrd --> dcdp + h2o + trdox"	"cdp + trdrd --> dcdp + h2o + trdox"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2130	"RNDR3b"	"ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)"	"[c] : cdp + grxrd --> dcdp + grxox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b1654  and  ( b2675  and  b2676 ) )  or  ( b1064  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) ) )"	"cdp + grxrd --> dcdp + grxox + h2o"	"cdp + grxrd --> dcdp + grxox + h2o"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2131	"RNDR4"	"ribonucleoside-diphosphate reductase (UDP)"	"[c] : trdrd + udp --> dudp + h2o + trdox"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"	"1.17.4.1"	"( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )"	"trdrd + udp --> dudp + h2o + trdox"	"trdrd + udp --> dudp + h2o + trdox"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2132	"RNDR4b"	"ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)"	"[c] : grxrd + udp --> dudp + grxox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b1064  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) )  or  ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) ) )"	"grxrd + udp --> dudp + grxox + h2o"	"grxrd + udp --> dudp + grxox + h2o"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
2133	"RNTR1c"	"ribonucleoside-triphosphate reductase (ATP) (flavodoxin)"	"[c] : atp + fldrd --> datp + fldox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b2895  and  b3924  and  b4238  and  b4237 )  or  ( b2895  and  b4238 )  or  ( b0684  and  b4238 )  or  ( b0684  and  b3924  and  b4238  and  b4237 ) )"	"atp + fldrd --> datp + fldox + h2o"	"atp + fldrd --> datp + fldox + h2o"	-16.7	-16.7	-16.7	-25.8	-7.7	-16.7	1.8	-16.7	-25.8	-7.7	"forward only"	"forward only"
2134	"RNTR2c"	"ribonucleoside-triphosphate reductase (GTP) (flavodoxin)"	"[c] : fldrd + gtp --> dgtp + fldox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b0684  and  b4238 )  or  ( b2895  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 )  or  ( b0684  and  b3924  and  b4238  and  b4237 ) )"	"fldrd + gtp --> dgtp + fldox + h2o"	"fldrd + gtp --> dgtp + fldox + h2o"	-16.7	-16.7	-16.7	-25.8	-7.7	-16.7	1.8	-16.7	-25.8	-7.7	"forward only"	"forward only"
2135	"RNTR3c"	"ribonucleoside-triphosphate reductase (CTP) (flavodoxin)"	"[c] : ctp + fldrd --> dctp + fldox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b2895  and  b4238 )  or  ( b0684  and  b3924  and  b4238  and  b4237 )  or  ( b0684  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 ) )"	"ctp + fldrd + h --> dctp + fldox + h2o"	"ctp + fldrd + h --> dctp + fldox + h2o"	-16.7	-16.7	-16.7	-25.8	-7.7	-17	1.8	-17	-26	-8	"forward only"	"forward only"
2136	"RNTR4c"	"ribonucleoside-triphosphate reductase (UTP) (flavodoxin)"	"[c] : fldrd + utp --> dutp + fldox + h2o"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"( ( b0684  and  b3924  and  b4238  and  b4237 )  or  ( b2895  and  b4238 )  or  ( b0684  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 ) )"	"fldrd + utp --> dutp + fldox + h2o"	"fldrd + utp --> dutp + fldox + h2o"	-16.7	-16.7	-16.7	-25.8	-7.7	-16.7	1.8	-16.7	-25.8	-7.7	"forward only"	"forward only"
2137	"RPE"	"ribulose 5-phosphate 3-epimerase"	"[c] : ru5p-D <==> xu5p-D"	"TRUE"	"reversible"	"Pentose Phosphate Pathway"	"5.1.3.1"	"( b4301  or  b3386 )"	"ru5p-D <==> xu5p-D"	"ru5p-D <==> xu5p-D"	0	0	0	-4.5	4.5	0	1.5	0	-4.5	4.5	"reversible"	"reversible"
2138	"RPI"	"ribose-5-phosphate isomerase"	"[c] : r5p <==> ru5p-D"	"TRUE"	"reversible"	"Pentose Phosphate Pathway"	"5.3.1.6"	"( b2914  or  b4090 )"	"r5p <==> ru5p-D"	"r5p <==> ru5p-D"	0.5	0.5	0.5	-4	5	0.5	3.7	0.5	-4	5	"reversible"	"reversible"
2139	"RZ5PP"	"alpha-ribazole 5-phosphate phosphatase"	"[c] : 5prdmbz + h2o --> pi + rdmbzi"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b0638"	"5prdmbz + h2o --> h + pi + rdmbzi"	"5prdmbz + h2o --> h + pi + rdmbzi"	-2.9	-2.9	-7	-14.3	-0.7	-2.8	2.2	-6.9	-14.1	-0.6	"forward only"	"reversible"
2140	"S7PI"	"sedoheptulose 7-phosphate isomerase"	"[c] : s7p --> gmhep7p"	"TRUE"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b0222"	"s7p --> gmhep7p"	"s7p --> gmhep7p"	-1	-1	-1	-5.5	3.6	-1	4.2	-1	-5.5	3.6	"reversible"	"reversible"
2141	"SADH"	"Succinylarginine dihydrolase"	"[c] : (2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn"	"TRUE"	"forward only"	"Arginine and Proline Metabolism"	"2.6.1.69"	"b1745"	"(2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn"	"(2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn"	-10.5	-10.5	-22.8	-46.4	-14.5	-11	6.3	-23.3	-46.9	-15	"forward only"	"forward only"
2142	"SADT2"	"Sulfate adenyltransferase"	"[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi"	"TRUE"	"forward only"	"Cysteine Metabolism"		"( b2751  and  b2752 )"	"atp + gtp + h + h2o + so4 --> aps + gdp + pi + ppi"	"atp + gtp + h + h2o + so4 --> aps + gdp + pi + ppi"	5.1	5.1	1	-15.2	16.3	4.7	3.7	0.6	-15.7	15.9	"reversible"	"reversible"
2143	"SARCOX"	"sarcosine oxidase"	"[c] : h2o + o2 + sarcs --> fald + gly + h2o2"	"TRUE"	"forward only"	"Glycine and Serine Metabolism"	"1.5.3.1"	"b1059"	"h2o + o2 + sarcs --> fald + gly + h2o2"	"h2o + o2 + sarcs --> fald + gly + h2o2"	-19.4	-19.4	-21.8	-31.8	-8.6	-19.3	3.9	-21.7	-31.7	-8.5	"forward only"	"forward only"
2144	"SBTPD"	"sorbitol-6-phosphate dehydrogenase"	"[c] : nad + sbt6p <==> f6p + h + nadh"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"1.1.1.140"	"b2705"	"nad + sbt6p <==> f6p + h + nadh"	"nad + sbt6p <==> f6p + h + nadh"	1.9	1.9	1.9	-7.1	10.9	2.2	4.8	2.2	-6.8	11.2	"reversible"	"reversible"
