"Abbreviation"	"OfficialName"	"Equation"	"subSystem"	"GeneAssociation"	"ValidTarget"	"ValidTarget-test"
"SBPP2er"	"sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate), endoplasmic reticulum"	"[r] : h2o + psph1p --> pi + psphings"	"Sphingolipid Metabolism"	"YKR053C, YJL134W"	"TRUE"	"FALSE"
"SBT_Dt"	"D-sorbitol transport via passive diffusion"	"sbt-D[e] <==> sbt-D[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"SBT_Lt"	"L-sorbitol transport via passive diffusion"	"sbt-L[e] <==> sbt-L[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"SBTD_D2"	"D-sorbitol dehydrogenase (D-fructose producing)"	"[c] : nad + sbt-D --> fru + h + nadh"	"Alternate Carbon Metabolism"	"YJR159W"	"TRUE"	"FALSE"
"SBTD_L"	"L-sorbitol dehydrogenase (L-sorbose-producing)"	"[c] : nad + sbt-L --> h + nadh + srb-L"	"Alternate Carbon Metabolism"	"YJR159W"	"TRUE"	"FALSE"
"SBTR"	"D-sorbitol reductase"	"[c] : glc-D + h + nadph --> nadp + sbt-D"	"Alternate Carbon Metabolism"	"YHR104W"	"TRUE"	"FALSE"
"SERATi"	"serine O-acetyltransferase, irreversible"	"[c] : accoa + ser-L --> acser + coa"	"Cysteine Metabolism"		"TRUE"	"FALSE"
"SERD_L"	"L-serine deaminase"	"[c] : ser-L --> nh4 + pyr"	"Glycine and Serine Metabolism"	"YCL064C, YIL168W"	"TRUE"	"FALSE"
"SERPT"	"serine C-palmitoyltransferase"	"[c] : h + pmtcoa + ser-L --> 3dsphgn + co2 + coa"	"Sphingolipid Metabolism"	"YMR296C+YDR062W, YBR058C-A"	"TRUE"	"FALSE"
"SERt2m"	"serine mitochondrial transport via proton symport"	"h[c] + ser-L[c] <==> h[m] + ser-L[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"SERt2r"	"L-serine reversible transport via proton symport"	"h[e] + ser-L[e] <==> h[c] + ser-L[c]"	"Transport, Extracellular"	"YPL265W, YCL025C, YDR508C, YFL055W, YKR039W"	"TRUE"	"FALSE"
"SERTRS"	"Seryl-tRNA synthetase"	"[c] : atp + ser-L + trnaser --> amp + ppi + sertrna"	"tRNA charging"	"YHR011W, YDR023W"	"TRUE"	"FALSE"
"SFGTH"	"S-Formylglutathione hydralase"	"[c] : Sfglutth + h2o <==> for + gthrd + h"	"Methane Metabolism"	"YJL068C"	"TRUE"	"FALSE"
"SHCHD"	"sirohydrochlorin dehydrogenase"	"[c] : dscl + nadp --> h + nadph + scl"	"Porphyrin and Chlorophyll Metabolism"	"YBR213W"	"TRUE"	"FALSE"
"SHCHF"	"sirohydrochlorin ferrochetalase"	"[c] : fe2 + scl --> (3) h + sheme"	"Porphyrin and Chlorophyll Metabolism"	"YBR213W"	"TRUE"	"FALSE"
"SHK3D"	"shikimate dehydrogenase"	"[c] : 3dhsk + h + nadph --> nadp + skm"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR127W"	"TRUE"	"FALSE"
"SHKK"	"shikimate kinase"	"[c] : atp + skm --> adp + h + skm5p"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR127W"	"TRUE"	"FALSE"
"SHSL1"	"O-succinylhomoserine lyase (L-cysteine)"	"[c] : cys-L + suchms --> cyst-L + h + succ"	"Methionine Metabolism"		"TRUE"	"FALSE"
"SHSL4r"	"O-succinylhomoserine lyase (elimination), reversible"	"[c] : h2o + suchms <==> 2obut + h + nh4 + succ"	"Methionine Metabolism"	"YML082W"	"TRUE"	"FALSE"
"SLCBK1"	"sphingolipid long chain base kinase (sphinganine)"	"[c] : atp + sphgn --> adp + h + sph1p"	"Sphingolipid Metabolism"	"YLR260W, YOR171C"	"TRUE"	"FALSE"
"SLCBK2"	"sphingolipid long chain base kinase (phytosphingosine)"	"[c] : atp + psphings --> adp + h + psph1p"	"Sphingolipid Metabolism"	"YLR260W, YOR171C"	"TRUE"	"FALSE"
"SLFAT"	"sulfate adenylyltransferase (ADP)"	"[c] : adp + h + so4 <==> aps + pi"	"Cysteine Metabolism"	"YCL050C"	"TRUE"	"FALSE"
"SO3ti"	"sulfite transport (efflux, cytosol to extracellular)"	"so3[c] --> so3[e]"	"Transport, Extracellular"	"YPL092W"	"TRUE"	"FALSE"
"SO4ti"	"sulfate irreversible uniport"	"so4[e] --> so4[c]"	"Transport, Extracellular"	"YGR125W, YLR092W, YBR294W"	"TRUE"	"FALSE"
"SPH1Pter"	"sphinganine 1-phosphate endoplasmic reticular transport"	"sph1p[c] --> sph1p[r]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"SPHPL"	"sphinganine phosphate lyase"	"[c] : sph1p --> ethamp + hxdcal"	"Sphingolipid Metabolism"	"YDR294C"	"TRUE"	"FALSE"
"SPMDAT1"	"Spermidine acetyltransferase"	"[c] : accoa + spmd --> N1aspmd + coa + h"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"		"TRUE"	"FALSE"
"SPMDt3i"	"spermidine transport in via proton antiport"	"h[c] + spmd[e] --> h[e] + spmd[c]"	"Transport, Extracellular"	"YLL028W, YOR273C"	"TRUE"	"FALSE"
"SPMDtex2"	"spermidine excretion (cytosol to extracellular)"	"spmd[c] --> spmd[e]"	"Transport, Extracellular"	"YKL174C"	"TRUE"	"FALSE"
"SPMS"	"spermidine synthase"	"[c] : ametam + ptrc --> 5mta + h + spmd"	"Arginine and Proline Metabolism"	"YPR069C"	"TRUE"	"FALSE"
"SPRMS"	"spermine synthase"	"[c] : ametam + spmd --> 5mta + h + sprm"	"Arginine and Proline Metabolism"	"YLR146C"	"TRUE"	"FALSE"
"SPRMt2i"	"spermine transport via proton antiport irreversible"	"h[c] + sprm[e] --> h[e] + sprm[c]"	"Transport, Extracellular"	"YLL028W, YOR273C, YGR138C, YPR156C"	"TRUE"	"FALSE"
"SQ23EPXter"	"Squalene-2,3-epoxide endoplamic reticular transport"	"Ssq23epx[r] <==> Ssq23epx[c]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"SQLEr"	"Squalene epoxidase, endoplasmic reticular (NADP)"	"[r] : h + nadph + o2 + sql --> Ssq23epx + h2o + nadp"	"Sterol Metabolism"	"YHR042W, YGR175C"	"TRUE"	"FALSE"
"SQLErx"	"Squalene epoxidase, endoplasmic reticular (NAD)"	"[r] : h + nadh + o2 + sql --> Ssq23epx + h2o + nad"	"Sterol Metabolism"	"YGR175C, YNL111C, YKL150W, YIL043C"	"TRUE"	"FALSE"
"SQLS"	"Squalene synthase"	"[c] : (2) frdp + h + nadph --> nadp + (2) ppi + sql"	"Sterol Metabolism"	"YHR190W"	"TRUE"	"FALSE"
"SQLter"	"squalene endoplamic reticular transport"	"sql[c] <==> sql[r]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"SRB_Lt"	"L-sorbose reversible transport"	"srb-L[e] <==> srb-L[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"SSALy"	"succinate-semialdehyde dehydrogenase (NADP)"	"[c] : h2o + nadp + sucsal --> (2) h + nadph + succ"	"Glutamate metabolism"	"YBR006W"	"TRUE"	"FALSE"
"SUCCt2r"	"succinate transport via proton symport"	"h[e] + succ[e] <==> h[c] + succ[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"SUCCtm"	"succinate transport, mitochondrial"	"pi[m] + succ[c] --> pi[c] + succ[m]"	"Transport, Mitochondrial"	"YLR348C"	"TRUE"	"FALSE"
"SUCD1m"	"succinate dehydrogenase"	"[m] : fad + succ <==> fadh2 + fum"	"Oxidative Phosphorylation"	"YDR178W+YLL041C+YKL141W+YKL148C, YLL041C+YKL141W+YLR164W+YKL148C, YDR178W+YLL041C+YKL141W+YJL045W, YDR178W+YLL041C+YKL148C+YMR118C"	"TRUE"	"FALSE"
"SUCD2_u6m"	"succinate dehydrogenase (ubiquinone-6), mitochondrial"	"[m] : q6 + succ <==> fum + q6h2"	"Citric Acid Cycle"	"YDR178W+YLL041C+YKL141W+YKL148C, YLL041C+YKL141W+YLR164W+YKL148C, YDR178W+YLL041C+YKL141W+YJL045W, YDR178W+YLL041C+YKL148C+YMR118C"	"TRUE"	"FALSE"
"SUCD3_u6m"	"succinate dehydrogenase (ubiquinone-6), mitochondrial"	"[m] : fadh2 + q6 <==> fad + q6h2"	"Oxidative Phosphorylation"	"YDR178W+YLL041C+YKL141W+YKL148C, YLL041C+YKL141W+YLR164W+YKL148C, YDR178W+YLL041C+YKL141W+YJL045W, YDR178W+YLL041C+YKL148C+YMR118C"	"TRUE"	"FALSE"
"SUCFUMtm"	"succinate-fumarate transport, mitochondrial"	"fum[m] + succ[c] --> fum[c] + succ[m]"	"Transport, Mitochondrial"	"YLR348C, YJR095W"	"TRUE"	"FALSE"
"SUCOASm"	"Succinate--CoA ligase (ADP-forming)"	"[m] : atp + coa + succ <==> adp + pi + succoa"	"Citric Acid Cycle"	"YGR244C+YOR142W"	"TRUE"	"FALSE"
"SUCRe"	"sucrose hydrolyzing enxyme, extracellular"	"[e] : h2o + sucr --> fru + glc-D"	"Alternate Carbon Metabolism"	"YIL162W"	"TRUE"	"FALSE"
"SUCRt2"	"sucrose transport in via proton symport"	"h[e] + sucr[e] --> h[c] + sucr[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"SULR"	"sulfite reductase (NADPH2)"	"[c] : (3) h2o + h2s + (3) nadp <==> (5) h + (3) nadph + so3"	"Cysteine Metabolism"	"YFR030W, YJR137C"	"TRUE"	"FALSE"
"T4HCINNMFM"	"4-hydroxycinnamate formation"	"[m] : 34hpl --> T4hcinnm + h2o"	"Quinone Biosynthesis"		"TRUE"	"FALSE"
"TAGL_SC"	"Triacylglycerol lipase, yeast-specific"	"[c] : h2o + (0.01) triglyc-SC --> (0.01) 12dgr-SC + (0.02) dca + (0.06) ddca + h + (0.27) hdca + (0.17) hdcea + (0.05) ocdca + (0.24) ocdcea + (0.09) ocdcya + (0.1) ttdca"	"Glycerolipid Metabolism"	"YMR313C, YDR058C"	"TRUE"	"FALSE"
"TALA"	"transaldolase"	"[c] : g3p + s7p <==> e4p + f6p"	"Pentose Phosphate Pathway"	"YGR043C, YLR354C"	"TRUE"	"FALSE"
"TAUDO"	"Taurine dioxygenase"	"[c] : akg + o2 + taur --> aacald + co2 + h + so3 + succ"	"Taurine Metabolism"	"YLL057C"	"TRUE"	"FALSE"
"TAURt"	"taurine transport"	"taur[c] <==> taur[e]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"TCHOLAabcv"	"Taurcholate via ABC system (vacuolar)"	"atp[v] + h2o[v] + tchola[c] --> adp[v] + h[v] + pi[v] + tchola[v]"	"Transport, Vacuolar"	"YLL048C"	"TRUE"	"FALSE"
"THFATm"	"tetrahydrofolate aminomethyltransferase, mitochondrial"	"[m] : h2o + methf --> 5fthf + h"	"Folate Metabolism"	"YMR189W, YDR019C, YAL044C, YBR221C+YER178W"	"TRUE"	"FALSE"
"THFGLUS"	"Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)"	"[c] : atp + glu-L + thf <==> adp + h + pi + thfglu"	"Folate Metabolism"	"YKL132C, YMR113W, YOR241W"	"TRUE"	"FALSE"
"THIORDXi"	"hydrogen peroxide reductase (thioredoxin)"	"[c] : h2o2 + trdrd --> (2) h2o + trdox"	"Other"	"YDR453C, YGR209C, YLR043C"	"TRUE"	"FALSE"
"THIORDXm"	"hydrogen peroxide reductase (thioredoxin), mitochondrial"	"[m] : h2o2 + trdrd <==> (2) h2o + trdox"	"Other"	"YCR083W, YBL064C"	"TRUE"	"FALSE"
"THIORDXni"	"Thioredoxin, nuclear, irreversible"	"[n] : h2o2 + trdrd --> (2) h2o + trdox"	"Other"	"YGR209C, YIL010W, YLR043C"	"TRUE"	"FALSE"
"THIORDXp"	"hydrogen peroxide reductase (thioredoxin), peroxisomal"	"[x] : h2o2 + trdrd <==> (2) h2o + trdox"	"Other"	"YGR209C, YLR043C, YLR109W"	"TRUE"	"FALSE"
"THMDPe"	"thiamin diphosphatase, extracellular"	"[e] : (2) h2o + thmpp --> h + (2) pi + thm"	"Thiamine Metabolism"	"YBR092C"	"TRUE"	"FALSE"
"THMDt2"	"thymidine transport in via proton symport"	"h[e] + thymd[e] --> h[c] + thymd[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"THMP"	"thiamin phosphatase"	"[c] : h2o + thmmp --> pi + thm"	"Thiamine Metabolism"		"TRUE"	"FALSE"
"THMPe"	"thiamin phosphatase, extracellular"	"[e] : h2o + thmmp --> pi + thm"	"Thiamine Metabolism"	"YBR092C"	"TRUE"	"FALSE"
"THMPPt2m"	"Thiamine diphosphate transport, mitochondria"	"thmpp[c] --> thmpp[m]"	"Transport, Mitochondrial"	"YGR096W"	"TRUE"	"FALSE"
"THMt2"	"Thiamine transport in via proton symport"	"h[e] + thm[e] --> h[c] + thm[c]"	"Transport, Extracellular"	"YOR192C, YLR237W, YOR071C"	"TRUE"	"FALSE"
"THRA2i"	"L-allo-Threonine Aldolase"	"[c] : athr-L --> acald + gly"	"Threonine and Lysine Metabolism"	"YEL046C"	"TRUE"	"FALSE"
"THRAi"	"Threonine aldolase"	"[c] : thr-L --> acald + gly"	"Threonine and Lysine Metabolism"	"YEL046C"	"TRUE"	"FALSE"
"THRD_L"	"L-threonine deaminase"	"[c] : thr-L --> 2obut + nh4"	"Threonine and Lysine Metabolism"	"YKL218C, YCL064C"	"TRUE"	"FALSE"
"THRD_Lm"	"L-threonine deaminase, mitochondrial"	"[m] : thr-L --> 2obut + nh4"	"Threonine and Lysine Metabolism"	"YER086W"	"TRUE"	"FALSE"
"THRS"	"threonine synthase"	"[c] : h2o + phom --> pi + thr-L"	"Threonine and Lysine Metabolism"	"YCR053W"	"TRUE"	"FALSE"
"THRt2m"	"threonine mitochondrial transport via proton symport"	"h[c] + thr-L[c] <==> h[m] + thr-L[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"THRt2r"	"L-threonine reversible transport via proton symport"	"h[e] + thr-L[e] <==> h[c] + thr-L[c]"	"Transport, Extracellular"	"YCL025C, YDR508C, YKR039W, YBR069C"	"TRUE"	"FALSE"
"THRTRS"	"Threonyl-tRNA synthetase"	"[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna"	"tRNA charging"	"YIL078W"	"TRUE"	"FALSE"
"THRTRSm"	"threonyl-tRNA synthetase, mitochondrial"	"[m] : atp + thr-L + trnathr --> amp + ppi + thrtrna"	"tRNA charging"	"YKL194C"	"TRUE"	"FALSE"
"THYMt3r"	"thymine reversible transport via proton antiport"	"h[e] + thym[c] <==> h[c] + thym[e]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"THZPSN1_SC"	"thiazole phosphate synthesis (xylulose 5-phosphate), yeast-specific"	"[c] : achms + cys-L + gly + h + xu5p-D --> 4abut + 4mpetz + ac + co2 + (3) h2o + nh4 + pyr"	"Thiamine Metabolism"		"TRUE"	"FALSE"
"THZPSN2_SC"	"thiazole phosphate synthesis (ribose 5-phosphate), yeast-specifc"	"[c] : achms + cys-L + gly + h + r5p --> 4abut + 4mpetz + ac + co2 + (3) h2o + nh4 + pyr"	"Thiamine Metabolism"		"TRUE"	"FALSE"
"TKT1"	"transketolase"	"[c] : r5p + xu5p-D <==> g3p + s7p"	"Pentose Phosphate Pathway"	"YBR117C, YPR074C"	"TRUE"	"FALSE"
"TKT2"	"transketolase"	"[c] : e4p + xu5p-D <==> f6p + g3p"	"Pentose Phosphate Pathway"	"YBR117C, YPR074C"	"TRUE"	"FALSE"
"TMDK1"	"thymidine kinase (ATP:thymidine)"	"[c] : atp + thymd --> adp + dtmp + h"	"Purine and Pyrimidine Biosynthesis"		"TRUE"	"FALSE"
"TMDPK"	"thiamine diphosphokinase"	"[c] : atp + thm --> amp + h + thmpp"	"Thiamine Metabolism"	"YOR143C"	"TRUE"	"FALSE"
"TMDPP"	"thymidine phosphorylase"	"[c] : pi + thymd <==> 2dr1p + thym"	"Purine and Pyrimidine Biosynthesis"	"YLR209C"	"TRUE"	"FALSE"
"TMDPPK"	"thiamine-diphosphate kinase"	"[c] : atp + thmpp --> adp + thmtp"	"Thiamine Metabolism"	"YOR143C"	"TRUE"	"FALSE"
"TMDS"	"thymidylate synthase"	"[c] : dump + mlthf --> dhf + dtmp"	"Purine and Pyrimidine Biosynthesis"	"YOR074C"	"TRUE"	"FALSE"
"TMN"	"thiaminase"	"[c] : h2o + thm --> 4ahmmp + 4mhetz + h"	"Thiamine Metabolism"		"TRUE"	"FALSE"
"TMPKr"	"thiamine-phosphate kinase"	"[c] : atp + thmmp <==> adp + thmpp"	"Thiamine Metabolism"		"TRUE"	"FALSE"
"TMPPP"	"thiamine-phosphate diphosphorylase"	"[c] : 2mahmp + 4mpetz + h --> ppi + thmmp"	"Thiamine Metabolism"	"YPL214C"	"TRUE"	"FALSE"
"TPI"	"triose-phosphate isomerase"	"[c] : dhap <==> g3p"	"Glycolysis/Gluconeogenesis"	"YDR050C"	"TRUE"	"FALSE"
"TRDOXtp"	"oxidized thioredoxin peroxisomal transport via diffusion"	"trdox[c] <==> trdox[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"TRDR"	"thioredoxin reductase (NADPH)"	"[c] : h + nadph + trdox --> nadp + trdrd"	"Purine and Pyrimidine Biosynthesis"	"YDR353W, YGR209C, YLR043C"	"TRUE"	"FALSE"
"TRDRDtp"	"reduced thioredoxin peroxisomal transport via diffusion"	"trdrd[c] <==> trdrd[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"TRDRm"	"thioredoxin reductase (NADPH)"	"[m] : h + nadph + trdox --> nadp + trdrd"	"Purine and Pyrimidine Biosynthesis"	"YHR106W, YCR083W"	"TRUE"	"FALSE"
"TRE6PP"	"trehalose-phosphatase"	"[c] : h2o + tre6p --> pi + tre"	"Alternate Carbon Metabolism"	"YBR126C+YDR074W+YMR261C, YBR126C+YDR074W+YML100W"	"TRUE"	"FALSE"
"TRE6PS"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	"[c] : g6p + udpg --> h + tre6p + udp"	"Alternate Carbon Metabolism"	"YBR126C+YDR074W+YMR261C, YBR126C+YDR074W+YML100W"	"TRUE"	"FALSE"
"TREH"	"alpha,alpha-trehalase"	"[c] : h2o + tre --> (2) glc-D"	"Alternate Carbon Metabolism"	"YDR001C, YBR001C"	"TRUE"	"FALSE"
"TREHv"	"alpha,alpha-trehalase (vacuolar)"	"[v] : h2o + tre --> (2) glc-D"	"Alternate Carbon Metabolism"	"YPR026W"	"TRUE"	"FALSE"
"TREt2"	"trehalose transport in via proton symporter"	"h[e] + tre[e] --> h[c] + tre[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"TREt2v"	"trehalose vacuolar transport via proton symport"	"h[c] + tre[c] <==> h[v] + tre[v]"	"Transport, Vacuolar"		"TRUE"	"FALSE"
"TRIGS_SC"	"triglycerol synthesis"	"[c] : (0.01) 12dgr-SC + (0.02) dcacoa + (0.06) ddcacoa + (0.17) hdcoa + (0.09) ocdycacoa + (0.24) odecoa + (0.27) pmtcoa + (0.05) stcoa + (0.1) tdcoa --> coa + (0.01) triglyc-SC"	"Glycerolipid Metabolism"	"YNR019W, YCR048W, YOR245C"	"TRUE"	"FALSE"
"TRPO2"	"L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)"	"[c] : o2 + trp-L --> Lfmkynr"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YJR078W"	"TRUE"	"FALSE"
"TRPS1"	"tryptophan synthase (indoleglycerol phosphate)"	"[c] : 3ig3p + ser-L --> g3p + h2o + trp-L"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YGL026C"	"TRUE"	"FALSE"
"TRPt2m"	"tryptophan mitochondrial transport via proton symport"	"h[c] + trp-L[c] <==> h[m] + trp-L[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"TRPt2r"	"L-tryptophan reversible transport via proton symport"	"h[e] + trp-L[e] <==> h[c] + trp-L[c]"	"Transport, Extracellular"	"YOL020W, YKR039W, YBR068C, YDR046C, YBR069C"	"TRUE"	"FALSE"
"TRPTA"	"tryptophan transaminase"	"[c] : akg + trp-L <==> glu-L + indpyr"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YGL202W, YHR137W"	"TRUE"	"FALSE"
"TRPTRS"	"Tryptophanyl-tRNA synthetase"	"[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna"	"tRNA charging"	"YOL097C"	"TRUE"	"FALSE"
"TRPTRSm"	"Tryptophanyl-tRNA synthetase, mitochondrial"	"[m] : atp + trnatrp + trp-L --> amp + ppi + trptrna"	"tRNA charging"	"YDR268W"	"TRUE"	"FALSE"
"TTCCOAtx"	"fatty acid intracellular transport"	"ttccoa[c] <==> ttccoa[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"TTDCAtr"	"fatty acid transport"	"ttdca[e] <==> ttdca[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"TYRNFT"	"L-tyrosine N-formyltransferase"	"[c] : 10fthf + tyr-L --> Nfortyr + h + thf"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR403W"	"TRUE"	"FALSE"
"TYRt2m"	"tyrosine mitochondrial transport via proton symport"	"h[c] + tyr-L[c] <==> h[m] + tyr-L[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"TYRt2p"	"tyrosine peroxisomal transport via proton symport"	"h[c] + tyr-L[c] <==> h[x] + tyr-L[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"TYRt2r"	"L-tyrosine reversible transport via proton symport"	"h[e] + tyr-L[e] <==> h[c] + tyr-L[c]"	"Transport, Extracellular"	"YOL020W, YCL025C, YKR039W, YBR068C, YDR046C, YBR069C"	"TRUE"	"FALSE"
"TYRt6"	"L-tyrosine transport in via proton antiport (vacuolar)"	"h[v] + tyr-L[c] --> h[c] + tyr-L[v]"	"Transport, Vacuolar"	"YBR293W, YJR001W"	"TRUE"	"FALSE"
"TYRt7"	"L-tyrosine transport out via proton symport, vacuolar"	"h[v] + tyr-L[v] --> h[c] + tyr-L[c]"	"Transport, Vacuolar"	"YKL146W, YNL101W"	"TRUE"	"FALSE"
"TYRTAi"	"tyrosine transaminase, irreversible"	"[c] : 34hpp + glu-L --> akg + tyr-L"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YGL202W, YHR137W, YLR027C"	"TRUE"	"FALSE"
"TYRTAim"	"tyrosine transaminase, irreversible (mitochondrial)"	"[m] : 34hpp + glu-L --> akg + tyr-L"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YKL106W"	"TRUE"	"FALSE"
"TYRTAip"	"tyrosine transaminase, irreversible (peroxisomal)"	"[x] : 34hpp + glu-L --> akg + tyr-L"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YLR027C"	"TRUE"	"FALSE"
"TYRTRS"	"tyrosyl-tRNA synthetase"	"[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna"	"tRNA charging"	"YGR185C"	"TRUE"	"FALSE"
"TYRTRSm"	"tyrosyl-tRNA synthetase, mitochondrial"	"[m] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna"	"tRNA charging"	"YPL097W"	"TRUE"	"FALSE"
"UDPACGLP"	"UDP-N-acetylglucosamine diphosphorylase"	"[c] : acgam1p + h + utp <==> ppi + udpacgal"	"Glutamate metabolism"	"YDL103C"	"TRUE"	"FALSE"
"UDPG4E"	"UDPglucose 4-epimerase"	"[c] : udpg <==> udpgal"	"Galactose metabolism"	"YBR019C"	"TRUE"	"FALSE"
"UDPGALt2g"	"UDPgalactose transport (Golgi apparatus)"	"udpgal[c] --> udpgal[g]"	"Transport, Golgi Apparatus"	"YPL244C"	"TRUE"	"FALSE"
"UGLT"	"UDPglucose--hexose-1-phosphate uridylyltransferase"	"[c] : gal1p + udpg <==> g1p + udpgal"	"Galactose metabolism"	"YBR018C"	"TRUE"	"FALSE"
"UGLYCHr"	"Ureidoglycolate hydrolase"	"[c] : (2) h + h2o + urdglyc <==> co2 + glx + (2) nh4"	"Histidine Metabolism"	"YIR032C"	"TRUE"	"FALSE"
"UMPK"	"UMP kinase"	"[c] : atp + ump <==> adp + udp"	"Nucleotide Salvage Pathway"	"YKL024C"	"TRUE"	"FALSE"
"UMPKn"	"UMP kinase, nuclear"	"[n] : atp + ump <==> adp + udp"	"Nucleotide Salvage Pathway"	"YKL024C"	"TRUE"	"FALSE"
"UMPtn"	"UMP nuclear transport"	"ump[c] <==> ump[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"UNK3"	"2-keto-4-methylthiobutyrate transamination"	"[c] : 2kmb + glu-L --> akg + met-L"	"Methionine Metabolism"		"TRUE"	"FALSE"
"UPP3MT"	"uroporphyrinogen methyltransferase"	"[c] : (2) amet + uppg3 --> (2) ahcys + dscl + h"	"Porphyrin and Chlorophyll Metabolism"	"YKR069W"	"TRUE"	"FALSE"
"UPP3S"	"uroporphyrinogen-III synthase"	"[c] : hmbil --> h2o + uppg3"	"Porphyrin and Chlorophyll Metabolism"	"YOR278W"	"TRUE"	"FALSE"
"UPPDC1"	"uroporphyrinogen decarboxylase (uroporphyrinogen III)"	"[c] : (4) h + uppg3 --> (4) co2 + cpppg3"	"Porphyrin and Chlorophyll Metabolism"	"YDR047W"	"TRUE"	"FALSE"
"UPPRT"	"uracil phosphoribosyltransferase"	"[c] : prpp + ura --> ppi + ump"	"Purine and Pyrimidine Biosynthesis"	"YHR128W"	"TRUE"	"FALSE"
"URAt2"	"uracil transport in via proton symport"	"h[e] + ura[e] --> h[c] + ura[c]"	"Transport, Extracellular"	"YBR021W"	"TRUE"	"FALSE"
"UREA2t2"	"urea reversible transport via proton symport (2 H+)"	"(2) h[e] + urea[e] <==> (2) h[c] + urea[c]"	"Transport, Extracellular"	"YHL016C"	"TRUE"	"FALSE"
"UREASE"	"urea carboxylase"	"[c] : atp + hco3 + urea <==> adp + allphn + h + pi"	"Nitrogen Metabolism"	"YBR208C"	"TRUE"	"FALSE"
"URIDK2r"	"uridylate kinase (dUMP)"	"[c] : atp + dump <==> adp + dudp"	"Nucleotide Salvage Pathway"	"YKL024C"	"TRUE"	"FALSE"
"URIDK2rn"	"uridylate kinase (dUMP), nuclear"	"[n] : atp + dump <==> adp + dudp"	"Nucleotide Salvage Pathway"	"YKL024C"	"TRUE"	"FALSE"
"URIK1"	"uridine kinase (ATP:Uridine)"	"[c] : atp + uri --> adp + h + ump"	"Purine and Pyrimidine Biosynthesis"	"YNR012W"	"TRUE"	"FALSE"
"URIK2"	"uridine kinase (GTP:Uridine)"	"[c] : gtp + uri --> gdp + h + ump"	"Purine and Pyrimidine Biosynthesis"	"YNR012W"	"TRUE"	"FALSE"
"URIt2"	"uridine transport in via proton symport"	"h[e] + uri[e] --> h[c] + uri[c]"	"Transport, Extracellular"	"YAL022C, YBL042C"	"TRUE"	"FALSE"
"UTPH1"	"UTP diphosphohydrolase"	"[c] : (2) h2o + utp --> (2) h + (2) pi + ump"	"Nucleotide Salvage Pathway"	"YER005W"	"TRUE"	"FALSE"
"UTPtm"	"UTP/UMP antiport"	"(2) h[c] + ump[m] + utp[c] --> (2) h[m] + ump[c] + utp[m]"	"Transport, Mitochondrial"	"YBR192W"	"TRUE"	"FALSE"
"VALt2m"	"Valine reversible mitochondrial transport via proton symport"	"h[c] + val-L[c] <==> h[m] + val-L[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
